zipcode,homeowner dummy,NUMCHLD,gender dummy,WEALTH,HV,Icmed,Icavg,NUMPROM,MAXRAMNT,totalmonths,Donor
4,1,1,1,8,693,479,486,35,6,33,1
5,1,1,0,6,1164,398,435,64,20,37,0
2,1,1,1,8,665,363,412,61,12,31,1
4,0,1,0,8,2131,519,664,37,7,28,0
4,1,1,1,8,564,283,340,23,20,34,1
4,1,1,0,8,674,401,433,80,8,30,1
5,1,1,1,8,793,306,368,21,20,37,1
5,0,1,0,8,1913,575,682,79,20,31,1
2,1,1,1,9,1503,697,741,39,15,29,1
5,1,1,1,8,1991,382,480,24,15,31,0
4,0,1,0,8,1684,507,551,24,20,37,1
2,1,1,1,8,703,410,446,29,5,29,0
2,1,1,1,8,1274,583,629,20,50,37,1
5,1,1,0,8,2010,503,507,21,55,36,0
4,1,1,0,8,1179,654,692,43,6,28,1
4,1,1,0,8,617,427,438,68,11,37,0
5,1,1,1,8,865,433,478,48,5,32,0
3,1,1,0,7,586,318,334,100,18,31,1
5,1,2,1,8,1158,365,429,38,10,30,0
3,0,1,0,8,471,288,323,28,25,29,0
4,1,1,1,7,1127,384,560,85,18,32,1
5,1,1,0,8,2192,476,539,18,25,37,0
5,1,1,1,8,1901,403,418,32,5,29,1
3,1,1,1,8,517,287,327,36,50,37,1
3,1,1,0,1,537,275,306,70,7,17,1
2,1,1,0,8,844,380,431,15,15,37,0
5,1,1,1,8,807,369,411,25,20,36,0
4,1,2,1,8,561,353,374,20,12,28,0
5,1,1,1,4,1593,352,408,77,15,37,1
4,0,1,1,8,707,347,377,39,15,28,1
5,1,1,1,8,1383,213,272,48,250,19,1
3,1,1,0,8,465,297,340,15,15,37,1
4,1,1,0,8,468,244,259,34,7,33,0
2,1,2,1,8,445,257,275,25,11,31,0
5,1,1,1,8,501,243,266,15,20,36,1
3,1,1,1,6,633,407,406,66,10,37,0
5,1,1,1,6,1676,452,464,54,7,35,1
2,0,1,1,8,849,350,391,14,15,36,0
4,0,1,1,8,537,248,307,26,25,31,1
2,1,1,1,7,929,387,438,81,35,23,0
3,1,1,1,8,474,279,321,36,12,31,1
5,1,1,1,8,331,275,289,70,5,29,0
2,1,1,0,1,580,213,264,39,15,31,0
4,1,1,1,8,437,304,285,30,7,29,0
5,1,1,0,9,1348,470,641,69,10,30,0
5,1,1,1,8,790,409,457,44,10,30,1
5,1,1,1,8,1289,466,521,71,15,30,0
5,1,1,1,8,4513,338,331,74,20,31,1
2,1,1,0,8,1879,345,460,25,6,30,0
5,1,1,0,8,1518,464,562,91,25,29,0
2,1,1,0,4,487,305,326,41,17,36,1
5,1,1,1,8,956,248,321,16,15,37,0
2,1,1,1,8,552,274,300,34,7,32,0
5,1,1,1,8,4174,661,717,28,10,28,0
4,1,1,1,2,370,183,238,60,12,36,0
2,1,1,1,8,504,172,255,23,15,32,0
2,1,1,1,8,1303,589,596,36,5,29,1
5,1,1,0,8,3614,423,514,44,25,36,1
2,1,1,0,8,484,252,276,70,6,31,1
3,1,1,1,3,547,324,346,63,10,36,1
4,1,1,0,8,417,255,277,25,10,29,1
2,1,1,1,5,589,316,367,48,21,37,0
5,1,1,1,9,1474,558,597,85,12,28,0
2,1,1,1,8,849,422,439,71,6,30,1
3,1,1,0,8,660,353,387,24,11,32,1
5,1,1,1,0,698,332,386,77,10,28,1
4,1,1,1,2,318,213,233,60,15,30,1
5,1,1,1,2,985,292,327,51,26,28,0
5,1,1,1,5,1219,244,280,58,15,31,1
4,1,1,1,1,476,226,269,66,20,37,0
3,1,1,1,1,455,243,293,94,10,33,1
4,0,1,1,8,270,208,258,19,20,34,1
2,1,2,0,8,368,198,269,30,10,28,0
4,1,2,1,8,452,324,331,28,11,23,1
3,1,1,0,7,507,407,445,60,15,32,1
4,1,1,0,8,0,0,0,17,25,37,0
4,1,2,1,8,1012,595,656,41,25,36,0
3,1,1,0,3,525,308,317,43,15,33,0
4,1,1,1,3,651,312,373,64,10,28,0
5,0,1,0,3,514,249,281,51,6,29,0
4,1,1,1,8,864,451,525,26,10,28,0
2,1,1,1,3,2099,684,754,75,15,30,0
3,0,1,0,0,315,238,256,62,20,37,1
3,1,1,0,7,492,427,447,51,25,37,0
4,1,1,1,4,334,298,331,68,22,31,0
4,1,1,0,8,2225,839,900,27,15,36,0
4,1,1,1,4,665,242,305,60,20,31,0
2,1,1,0,8,1435,457,573,16,16,37,0
2,1,1,0,5,349,133,210,62,9,30,1
5,1,1,1,7,1808,515,581,56,8,30,1
3,1,1,1,3,350,292,299,56,12,36,1
2,1,1,1,8,1103,510,560,22,15,28,0
5,1,1,0,8,1098,361,412,21,11,32,0
4,0,1,0,8,456,320,327,30,11,30,1
3,0,1,0,2,575,293,334,58,20,31,1
3,1,1,1,2,338,223,232,88,20,28,0
2,1,1,1,0,420,241,287,97,12,31,0
4,0,1,0,3,468,309,341,67,15,34,1
5,0,1,1,8,1244,524,603,37,6,29,1
5,1,1,1,8,567,301,345,28,25,29,1
5,0,1,0,8,1614,474,544,37,10,29,1
5,1,1,1,8,3945,745,761,45,15,37,0
3,1,1,0,6,980,495,594,79,25,34,1
2,1,1,0,8,1077,516,655,41,10,28,1
2,1,3,1,8,1001,416,491,24,11,28,0
5,1,1,1,8,0,0,0,34,12,29,1
3,1,1,1,3,460,304,344,60,20,32,0
5,1,1,0,8,2405,478,499,44,7,28,1
2,1,1,0,8,724,345,382,66,12,32,1
5,1,3,0,6,514,329,328,58,50,37,0
5,1,1,1,5,634,292,332,74,19,29,0
3,1,1,0,9,2278,338,493,52,12,30,1
4,0,1,0,8,947,342,494,21,10,34,0
5,1,1,1,8,1573,409,487,38,10,29,1
2,1,2,1,6,792,367,413,37,8,33,1
3,1,1,1,8,726,515,539,63,15,30,1
4,0,1,1,8,2704,736,870,60,5,28,1
3,1,1,1,0,209,181,209,67,7,31,1
4,1,2,0,8,725,236,270,20,30,37,0
2,0,4,1,8,610,312,332,27,7,32,0
5,1,1,1,0,771,278,319,64,5,32,0
5,1,1,1,5,2823,643,728,51,15,37,0
5,0,1,1,4,2688,367,449,67,12,36,1
5,1,1,1,2,1040,342,367,63,10,29,1
3,1,1,1,8,470,290,331,34,15,31,0
2,1,1,0,8,279,323,308,27,20,29,1
3,1,1,0,3,335,318,361,47,35,31,0
2,1,1,1,8,753,258,326,30,12,33,1
4,0,1,1,8,1116,484,495,62,11,31,1
4,1,1,1,8,628,294,297,37,27,37,0
5,1,1,0,9,4122,910,947,61,7,28,1
5,1,1,1,8,1754,517,618,43,8,34,0
4,1,1,1,1,410,231,280,50,15,34,0
5,1,1,0,8,1341,192,274,32,20,35,0
2,1,1,1,0,774,182,253,64,13,29,1
5,1,1,1,8,1244,283,351,60,10,30,0
3,1,1,0,8,609,386,397,45,17,24,1
2,1,1,0,8,571,228,287,29,6,31,1
4,1,1,1,5,604,374,411,71,13,32,0
3,0,1,1,8,316,207,235,63,15,29,1
2,0,1,1,8,1642,460,569,30,25,28,0
4,1,1,0,8,660,318,375,60,25,33,1
2,1,1,0,8,1932,639,817,62,100,27,0
4,1,1,1,8,1316,541,604,62,20,32,0
2,1,1,0,1,649,245,361,43,25,28,1
3,0,1,1,8,297,252,290,26,10,29,1
5,1,1,1,8,592,354,369,66,6,32,0
5,1,1,0,9,5575,835,867,66,13,31,1
3,0,1,1,8,547,375,375,24,10,29,1
3,0,1,0,5,768,288,327,66,10,28,0
3,1,1,1,3,694,303,370,37,12,30,1
4,1,1,1,7,713,479,473,47,10,29,1
3,1,3,0,8,428,289,304,24,15,33,0
5,0,1,0,5,2637,398,500,35,16,35,0
2,1,1,1,8,615,373,430,37,8,29,0
4,0,1,1,8,393,255,312,27,12,29,0
3,0,1,1,4,553,316,354,50,16,30,0
4,1,1,0,8,931,397,461,28,25,37,0
4,1,1,1,5,874,542,558,73,10,31,0
5,0,1,1,2,951,331,397,56,25,18,0
2,1,1,1,8,591,296,344,27,13,28,1
5,1,1,1,6,1242,425,500,73,10,37,1
5,0,1,1,8,462,272,312,24,11,30,1
2,1,1,1,9,2340,634,738,40,20,31,1
2,1,1,0,8,563,334,345,27,10,32,1
3,1,1,1,0,555,399,395,81,13,30,1
4,1,1,1,8,487,310,339,47,8,30,1
5,1,1,1,2,2836,304,447,78,10,31,1
3,0,1,1,8,308,273,329,24,7,30,1
4,0,1,0,6,490,302,346,53,5,31,1
2,0,1,1,8,754,275,342,24,6,32,1
3,1,1,0,1,519,230,279,46,15,28,1
2,1,1,1,0,642,0,0,130,25,17,1
3,0,1,1,0,468,303,329,66,6,30,0
4,1,1,0,8,632,510,547,46,14,32,1
2,1,1,0,4,524,273,348,81,17,31,1
2,0,1,0,8,436,220,252,17,25,37,1
5,0,1,0,8,747,354,373,55,50,29,0
5,1,1,0,8,1485,634,725,23,12,30,0
5,1,1,0,8,2008,357,471,24,10,30,0
4,0,1,1,8,407,288,336,27,6,34,0
4,1,1,1,5,1069,454,437,57,15,35,0
5,1,1,1,8,816,271,328,15,15,37,0
5,0,1,1,3,998,424,486,60,21,37,1
4,1,1,0,8,1616,604,662,62,8,32,1
3,1,1,1,1,441,247,306,74,12,31,0
2,0,1,1,8,938,455,437,28,25,30,0
3,1,1,1,8,782,393,446,69,11,32,0
2,1,1,0,8,359,308,297,23,12,29,1
2,1,1,1,3,554,294,348,58,25,37,0
2,1,1,1,8,451,236,283,25,25,36,0
5,1,1,1,8,638,242,308,35,7,28,0
5,1,1,1,8,2102,316,374,50,20,26,1
4,1,1,0,6,557,343,374,34,10,31,0
5,1,1,0,8,1620,613,709,52,25,37,1
4,1,1,0,9,1561,670,705,60,25,31,0
3,0,1,0,2,490,281,312,65,11,31,1
5,1,1,1,8,2330,324,371,35,20,36,0
5,1,1,0,5,888,326,360,38,26,33,0
5,0,1,1,8,1357,444,468,28,25,31,0
4,0,1,1,8,370,170,217,67,30,28,0
5,1,1,1,8,1043,246,303,17,20,37,1
5,1,1,1,7,3337,516,597,61,23,36,0
2,1,1,1,9,1318,494,587,62,20,36,1
5,1,1,0,6,1383,287,382,45,15,18,1
4,1,1,1,7,848,403,455,68,5,30,1
5,1,1,0,7,2628,579,660,68,100,37,0
5,1,1,0,8,1625,171,263,41,17,28,0
1,0,1,0,8,4607,587,658,24,11,29,0
5,1,1,1,8,1525,517,632,39,9,30,0
5,1,1,1,8,2366,468,542,55,12,17,0
2,1,1,0,8,706,429,426,24,15,31,0
5,0,1,1,8,676,365,393,24,20,28,0
5,1,1,1,8,1338,507,619,26,20,29,0
5,1,1,1,8,894,480,497,31,10,31,0
5,0,1,0,1,1663,347,399,92,40,31,1
5,1,1,0,8,2137,571,590,60,14,29,0
4,1,1,1,8,1033,475,517,22,19,34,0
5,0,1,1,8,861,252,321,35,10,30,0
4,1,1,1,6,641,399,410,69,15,37,1
4,1,1,1,1,336,256,285,83,9,32,0
5,1,1,1,8,1527,347,372,16,25,36,1
5,1,1,0,8,826,296,330,71,8,31,0
5,1,1,0,3,884,268,380,74,18,36,0
3,1,1,1,6,346,370,368,84,20,30,1
5,1,1,1,8,1374,469,496,52,25,29,1
4,1,1,1,8,479,301,341,28,7,30,1
3,1,2,0,8,1842,663,758,31,25,28,1
5,1,1,0,8,799,423,469,27,20,30,1
3,1,1,1,8,405,215,265,20,20,31,1
4,1,1,0,8,2058,261,370,53,15,31,0
3,0,1,1,8,826,503,516,24,25,32,0
5,1,1,1,7,1245,452,457,35,15,32,0
5,0,1,1,8,707,386,430,53,14,31,1
3,1,1,0,8,1153,511,571,26,15,31,0
5,0,1,0,5,347,186,219,42,7,32,0
5,0,1,1,1,659,206,250,84,15,32,1
2,0,1,1,8,667,237,318,30,10,28,0
5,1,1,1,4,511,254,316,74,20,34,0
5,1,1,0,5,567,324,359,109,36,23,0
5,1,1,1,4,979,353,439,73,12,33,1
5,1,1,0,6,737,425,445,68,25,17,1
4,1,1,1,8,1896,656,777,21,11,29,0
2,1,1,1,8,625,334,361,24,11,32,1
4,0,1,1,1,406,161,207,44,10,28,1
4,0,1,1,8,493,310,345,44,15,32,0
5,1,3,1,5,553,300,310,73,14,30,0
5,1,1,0,8,2120,434,458,21,20,31,0
5,1,1,0,8,5697,838,888,62,20,37,0
2,1,1,0,5,934,376,452,66,25,17,0
2,1,3,1,8,887,488,522,61,20,37,0
3,1,1,1,8,831,378,392,50,5,29,1
4,1,1,1,2,423,227,279,89,25,22,1
5,1,1,1,6,2201,360,420,60,37,31,0
4,1,1,1,6,1011,426,455,147,14,30,1
4,0,1,0,8,5432,1068,996,35,16,30,0
2,1,1,0,7,836,414,410,69,26,28,1
2,1,1,0,8,1157,288,473,16,11,28,1
5,1,1,0,6,1888,464,481,60,30,32,0
4,0,1,0,8,455,388,546,37,20,37,1
5,1,1,1,8,1041,247,310,32,15,28,0
2,1,1,0,8,801,430,467,53,25,37,0
3,1,1,1,7,746,427,436,39,15,34,0
5,1,1,1,8,3190,646,687,25,20,31,0
2,0,1,1,8,357,181,178,12,20,31,1
5,0,1,0,8,2524,505,552,23,21,37,0
4,1,1,1,8,1431,699,784,34,16,34,0
5,1,1,1,8,2070,395,429,48,8,31,0
3,1,1,0,8,887,532,576,32,15,32,0
4,0,1,1,3,296,140,217,65,15,29,0
5,1,1,1,9,5552,1051,981,55,10,32,1
2,0,1,0,4,517,240,253,80,13,35,1
2,1,1,1,8,671,308,347,31,6,31,1
5,1,1,1,8,1335,296,362,27,10,31,1
2,1,1,1,4,622,314,330,82,15,34,0
5,1,1,1,8,994,420,447,22,20,37,0
5,0,1,1,1,639,274,343,46,12,29,1
3,1,1,1,8,2566,835,905,27,15,31,1
5,1,1,1,7,1040,363,441,67,31,37,1
5,1,1,1,2,841,304,354,73,25,36,0
5,1,1,0,8,628,311,327,19,15,31,0
5,1,1,0,5,2395,407,440,84,15,30,1
5,0,1,1,3,592,285,297,43,15,28,1
3,1,1,0,5,1085,304,397,62,15,35,0
2,1,1,1,8,556,296,324,26,25,31,0
4,1,1,1,3,421,199,226,39,16,37,0
5,0,1,1,6,571,374,393,61,12,37,0
5,1,1,1,8,688,321,335,23,10,33,0
5,0,1,1,8,1373,264,321,21,35,31,0
5,1,1,0,8,4620,762,811,17,25,37,1
3,1,2,1,7,736,493,552,58,11,30,0
3,1,1,1,8,399,351,359,28,10,31,1
5,0,1,1,8,2382,406,413,23,8,32,0
4,1,1,1,8,380,197,236,15,15,37,0
4,0,1,0,8,502,265,323,31,14,29,0
2,1,1,1,6,790,348,403,66,16.59,31,0
5,1,1,1,8,1675,382,408,49,8,32,1
5,1,1,1,8,1732,430,539,37,7,32,1
3,1,1,1,8,382,256,289,35,10,32,1
2,1,1,1,6,2479,319,401,91,17,18,1
5,0,3,1,8,888,233,335,24,10,28,0
5,0,1,1,0,944,213,350,58,20,30,0
2,1,1,0,2,872,396,426,44,16,36,0
5,0,1,1,8,748,280,357,16,20,32,0
5,1,1,0,8,3814,462,526,34,80,37,0
4,1,1,1,3,338,250,265,54,15,37,0
5,1,1,0,8,713,288,339,33,53,30,0
5,1,1,1,8,309,185,210,54,25,29,1
5,1,1,1,5,2353,442,511,81,7,33,0
2,1,1,1,9,1825,599,702,54,25,33,0
5,1,1,1,8,826,469,543,113,25,17,1
5,1,1,1,8,601,288,330,29,11,32,1
2,1,1,0,8,400,157,188,76,15,37,0
2,1,1,1,3,919,287,349,104,12.5,34,0
3,0,1,1,8,798,430,447,43,10,31,0
3,1,1,1,8,353,235,263,35,5,30,1
2,1,1,0,8,1499,479,577,67,31,31,0
2,1,1,0,8,1237,540,577,48,12,29,0
5,1,1,1,7,2684,408,550,57,26,33,0
5,1,1,1,8,2757,472,578,57,10,30,1
5,1,1,1,9,1202,592,666,48,5,30,1
2,1,1,1,8,507,313,336,48,6,29,1
2,1,1,0,8,965,375,429,23,10,30,0
5,1,1,1,3,1802,298,378,74,20,33,0
5,1,1,1,6,468,218,264,89,40,28,1
5,1,1,1,8,4675,981,987,33,25,34,0
4,1,1,1,8,1087,597,636,56,100,26,1
3,0,1,1,8,728,406,436,30,6,35,0
5,1,1,1,9,3914,754,816,61,25,33,0
4,1,1,1,4,597,307,369,52,24,37,0
2,1,1,1,7,1509,531,550,68,15,29,1
5,1,1,1,8,514,278,315,58,11,37,0
5,1,1,1,8,2254,414,500,68,25,31,1
2,0,1,1,3,606,311,360,44,8,32,0
5,1,1,0,2,1042,278,303,53,20,31,0
3,1,1,1,9,2218,686,817,45,17,33,0
5,1,1,0,5,2164,515,559,52,13,31,0
4,1,1,1,5,813,386,423,72,27,31,1
4,1,1,1,8,409,283,306,25,14,33,0
5,1,1,1,4,1022,334,381,65,28,37,0
3,1,1,1,0,494,232,265,38,12,32,0
4,1,1,0,6,486,360,366,56,15,37,0
5,1,1,1,1,1507,253,329,56,20,18,1
5,1,1,1,8,4292,704,738,20,30,37,0
4,0,1,1,8,573,217,308,26,10,29,0
5,1,1,0,1,2247,602,605,47,7,34,0
5,0,1,1,8,1445,430,478,36,25,28,0
3,1,4,0,8,1006,495,528,60,14,29,0
4,0,1,1,1,350,181,223,69,15,28,0
5,1,1,1,9,2374,548,579,71,10,30,1
4,1,1,1,9,1996,750,837,41,10,29,1
5,1,1,0,9,243,161,209,72,15,34,0
3,0,1,1,7,388,401,412,94,15,20,1
4,1,1,1,7,541,404,402,45,10,30,1
4,1,1,1,0,339,254,302,82,6,29,1
5,1,1,1,0,677,205,322,54,15,28,1
2,0,1,1,1,525,196,224,40,20,30,0
4,1,1,1,1,649,261,311,49,28,37,0
3,1,1,1,9,1182,562,601,39,20,29,1
4,1,1,1,1,369,165,216,90,10,17,1
5,1,1,1,8,695,398,419,42,36,37,0
5,1,2,0,4,1441,394,430,68,10,30,0
4,1,1,1,8,412,270,317,35,7,32,0
5,1,1,1,5,2452,405,568,49,13,37,0
4,1,1,0,6,1176,423,509,60,15,34,0
5,1,2,1,9,1781,578,639,54,10,29,0
4,1,1,0,5,863,365,382,52,10,33,0
2,0,1,1,8,510,206,258,15,15,37,0
3,1,1,0,6,510,382,422,56,10,34,0
5,1,1,0,8,3496,816,857,17,20,34,0
3,1,1,0,8,269,251,288,33,20,31,0
5,1,1,0,3,1417,321,396,70,10,31,0
5,1,1,0,8,2667,577,671,35,10,35,0
2,1,1,1,8,464,275,281,75,10,30,1
3,1,1,0,5,461,310,323,62,7,32,0
4,0,1,0,5,1173,382,404,79,10,37,0
4,0,1,1,5,1445,482,539,62,13,31,0
5,1,1,1,8,856,398,454,26,10,28,1
4,0,1,1,8,341,245,296,51,15,34,0
3,0,1,1,4,633,338,376,57,9,30,0
2,1,1,0,8,527,250,261,35,10,31,0
3,1,1,0,8,838,298,334,28,15,31,0
4,1,1,1,8,639,293,316,22,20,35,0
4,1,1,1,8,703,351,333,31,8,29,1
5,1,1,1,7,1179,461,450,72,35,31,1
2,1,1,1,8,1426,550,602,25,10,32,0
5,1,1,0,5,1424,367,541,35,20,32,0
2,1,1,0,6,857,365,401,57,12,28,0
5,1,1,0,8,4087,637,708,36,10,30,0
5,1,1,1,8,1348,364,402,36,25,37,0
5,1,1,1,8,1639,610,677,40,30,29,1
5,1,1,0,1,846,368,399,81,20,33,0
5,1,1,1,8,3486,614,670,27,17,31,0
5,1,1,0,8,1735,345,366,55,11,28,1
5,1,1,1,8,2932,649,677,24,11,28,0
4,1,1,0,2,591,310,356,63,11,37,1
4,0,1,1,5,549,300,351,43,7,28,1
5,0,1,1,8,594,158,202,26,6,28,1
3,1,2,0,8,565,342,384,31,15,30,1
2,0,1,1,8,602,314,354,52,9,31,1
5,1,1,0,8,1009,315,363,33,25,36,1
5,1,1,0,7,2240,541,523,114,10,32,1
5,1,1,1,8,2524,438,557,63,7,30,0
2,1,1,1,8,536,309,341,24,16,35,0
5,0,1,1,8,780,453,503,20,10,32,1
3,1,1,0,8,1097,565,605,32,15,35,0
3,1,1,0,3,451,226,241,81,20,37,0
5,1,1,1,4,769,423,471,38,15,32,0
3,0,1,0,8,458,257,288,31,20,31,0
2,1,1,1,8,484,315,352,62,11,22,1
3,1,1,1,5,719,376,414,69,7,33,0
4,0,1,1,0,550,148,193,68,10,32,0
4,0,1,1,1,257,217,258,56,7,33,0
4,0,1,1,8,658,347,385,21,10,31,1
2,1,1,0,8,1288,502,525,19,25,36,1
5,1,1,1,8,625,71,90,42,10,28,0
3,1,1,1,4,494,357,372,61,15,29,1
3,1,1,1,2,502,260,302,48,13,31,1
4,1,1,0,6,1210,418,507,46,15,37,0
4,1,1,1,7,636,340,361,54,12,31,0
5,1,1,1,8,3161,770,768,25,14,31,1
5,1,1,1,5,2209,417,456,67,14,36,1
5,1,1,0,8,934,315,371,29,10,30,0
3,1,1,1,8,461,321,345,51,9,34,0
5,1,1,0,5,1300,384,430,67,15,32,0
4,1,1,1,8,267,261,305,52,5,18,1
3,0,1,1,8,610,273,328,12,15,31,0
4,1,1,1,4,510,227,276,69,16,31,1
5,0,1,1,9,404,278,328,58,30,37,1
5,1,1,1,6,2229,492,554,54,15,36,1
3,0,1,1,8,521,319,345,60,10,31,1
2,1,4,1,8,2521,789,875,22,15,36,0
5,0,1,0,9,4672,534,609,49,13,30,1
2,1,1,1,9,784,512,529,44,20,36,0
4,0,1,1,8,458,310,332,15,20,37,0
2,0,1,1,8,1813,605,672,67,8,33,0
5,1,1,0,8,3072,597,664,17,25,37,0
5,1,1,0,8,3897,547,723,30,25,34,0
2,0,1,1,8,874,338,376,43,13,29,1
3,1,1,1,4,528,364,384,68,5,31,1
5,1,1,1,8,1691,511,645,33,12,30,1
3,0,1,1,8,538,265,298,32,15,31,1
5,1,1,1,8,908,515,635,57,5,28,1
4,0,1,1,8,379,258,286,40,9,28,0
4,1,1,1,0,730,303,365,47,18,35,0
3,1,1,1,8,2710,580,743,25,10,28,0
5,1,1,1,8,963,349,399,40,10,31,1
2,1,1,0,8,1786,358,472,28,17,30,1
5,0,1,1,5,1030,291,307,52,25,32,0
4,0,1,1,8,1261,96,239,39,8,30,0
2,1,1,1,7,1090,506,548,76,15,36,1
5,1,1,1,2,822,267,346,61,18,29,0
5,1,3,0,8,1939,635,674,28,10,21,1
5,1,1,1,0,2510,477,525,51,12,31,0
5,1,1,1,8,2282,192,254,24,9,33,0
5,1,1,1,8,1225,402,414,18,25,36,0
4,1,1,1,8,750,438,454,21,25,33,1
2,1,1,1,6,706,423,491,66,75,37,0
5,1,1,0,8,2044,585,635,108,15,17,0
5,1,1,1,8,3126,773,824,76,100,28,1
2,1,1,1,2,525,231,299,58,20,32,1
3,0,1,0,3,598,307,359,90,15,19,1
2,1,1,1,8,1101,430,520,56,25,21,1
4,1,1,1,8,1122,499,582,29,10,29,1
5,1,1,1,0,933,171,220,41,30,31,1
4,1,1,1,8,783,371,442,22,15,37,1
4,1,1,0,7,769,293,325,62,15,31,1
5,1,1,1,8,661,321,379,25,20,31,0
3,1,1,1,4,523,250,320,72,20,28,0
5,1,1,1,5,1828,426,489,77,5,29,1
2,1,1,0,8,527,290,328,27,10,32,0
4,1,1,0,8,0,0,0,19,25,37,0
4,1,2,1,8,1525,667,724,65,15,22,1
2,1,1,1,8,536,350,389,28,20,29,1
3,0,1,0,8,592,304,334,55,13,29,1
2,1,1,1,1,505,218,250,81,12,28,0
4,0,1,1,6,1075,449,455,85,15,30,1
3,0,1,0,8,282,163,218,22,7,31,1
3,1,1,1,8,437,450,506,77,5,29,0
5,1,1,0,6,630,301,325,68,8,32,0
5,1,1,1,4,3002,610,628,52,15,31,0
3,1,1,0,8,410,357,374,59,10,26,1
3,1,1,0,7,499,283,331,40,20,35,1
4,1,1,1,8,1012,568,602,47,13,33,1
3,1,1,1,6,614,325,345,54,12,28,1
5,1,1,1,8,3570,601,629,25,7,29,1
5,0,1,1,8,532,339,355,26,10,32,1
4,1,1,1,8,521,255,293,70,6,32,0
5,1,1,1,4,580,335,352,72,21,30,0
2,1,1,1,8,536,332,331,15,20,37,1
4,1,1,1,2,368,207,239,68,6,32,1
4,1,1,0,8,497,283,320,24,20,28,1
2,0,1,1,8,1852,446,597,38,10,32,1
4,1,1,1,8,595,359,407,61,10,29,0
3,0,1,1,2,502,260,302,58,11,32,1
3,1,1,1,8,696,219,267,72,7,30,1
2,1,1,1,8,445,155,205,26,12,35,0
4,1,1,1,8,394,247,299,23,25,28,1
2,1,1,1,8,744,305,363,30,5,34,1
4,1,1,1,0,283,178,225,70,6,31,0
5,0,1,1,0,1425,191,249,69,7,28,1
4,1,2,0,9,1165,742,761,58,12,31,1
3,1,1,1,7,738,473,494,43,20,37,0
3,1,1,1,2,406,280,304,71,11,31,0
5,0,1,0,7,3078,518,559,43,10,31,1
5,1,1,0,8,1740,281,327,24,30,31,1
5,0,1,1,0,336,171,211,77,50,30,1
3,1,1,1,8,1141,564,623,62,5,27,1
3,0,1,1,8,692,271,330,36,5,28,1
5,1,1,0,8,1095,495,591,69,18,30,0
2,0,1,0,8,383,188,228,32,30,34,0
3,0,1,1,2,520,279,295,80,25,31,0
2,0,1,0,6,2245,378,497,99,25,17,0
4,1,1,0,8,465,341,370,53,15,31,0
5,1,1,1,1,1116,275,319,47,5,30,1
2,0,1,0,8,1130,445,503,99,15,37,0
2,1,1,1,8,1154,351,511,29,6,29,1
2,0,1,1,3,509,299,323,79,30,32,0
5,1,1,0,8,3705,558,599,34,9,30,1
2,1,1,1,3,835,289,335,73,12,37,1
3,0,1,1,6,316,288,295,82,5,30,1
2,1,1,1,9,1177,618,651,58,16,37,0
2,1,1,1,3,584,239,332,60,5,31,1
3,1,1,1,8,994,538,620,34,15,36,0
5,1,1,1,8,1695,839,926,37,16,33,0
4,1,1,0,8,1213,467,516,45,5,31,1
4,1,1,0,7,863,419,484,93,14,21,1
3,0,1,0,6,740,428,419,51,25,37,0
3,0,1,1,8,372,307,343,25,11,32,0
3,1,1,1,1,429,291,334,64,17,33,0
5,1,1,0,8,2882,497,555,31,10,34,1
5,0,1,1,8,723,312,323,23,10,28,1
5,0,1,1,8,1953,445,483,71,11,31,1
4,1,1,1,8,547,323,366,26,10,28,1
2,1,1,1,9,1082,457,482,79,10,29,1
2,1,1,1,8,276,182,189,27,20,31,0
2,1,1,1,8,600,353,380,23,15,31,0
4,1,1,0,3,361,228,303,47,12,30,1
3,1,1,1,8,1388,515,672,54,12,37,0
4,1,3,1,8,436,198,196,27,10,31,0
4,1,1,0,8,665,308,314,16,15,37,1
4,0,1,1,8,4345,285,378,25,10,28,1
5,1,1,0,7,2254,495,507,78,21,29,1
2,1,1,0,8,907,287,391,46,10,30,1
5,0,1,1,8,564,202,317,35,20,31,1
2,1,1,1,7,886,420,475,70,9,30,1
4,1,1,0,2,880,291,319,66,5,29,1
5,1,1,0,6,1804,373,467,77,30,35,0
4,1,1,1,8,917,560,573,19,25,37,0
5,1,1,0,8,2123,621,712,34,16,31,0
4,0,1,1,0,648,254,320,74,5,34,1
4,1,1,1,7,616,404,437,78,20,29,0
2,1,1,1,8,977,464,486,48,11,35,0
4,0,1,0,8,479,212,259,28,10,30,0
5,1,1,1,8,493,161,245,17,25,37,1
4,1,1,0,8,1133,390,437,22,30,37,1
4,1,1,0,8,615,327,352,40,20,29,1
4,1,1,1,8,550,252,286,22,10,31,0
2,1,1,0,8,1153,359,448,48,12,34,0
5,1,1,1,8,508,286,275,75,9,28,0
4,0,1,0,8,857,334,398,25,7,29,1
5,1,1,0,8,1855,491,571,24,10,28,0
2,0,1,0,8,1700,605,684,22,25,29,1
4,1,1,0,9,989,551,594,65,30,25,1
5,1,1,1,8,843,157,232,32,11,28,0
4,1,2,0,2,327,269,305,74,10,31,0
3,0,1,1,1,221,199,230,66,10,32,1
5,0,2,0,8,0,612,673,32,7,28,0
3,1,1,0,8,635,443,498,48,11,30,0
2,1,1,1,2,899,257,275,82,14,31,0
5,1,2,0,8,653,394,423,30,14,33,1
